t, x, y 
0.533500, 0.807693, 2.301468 
0.533750, 0.807658, 2.301562 
0.534000, 0.807634, 2.301625 
0.534250, 0.807599, 2.301720 
0.534500, 0.807575, 2.301782 
0.534750, 0.807540, 2.301877 
0.535000, 0.807516, 2.301940 
0.535250, 0.807481, 2.302034 
0.535500, 0.807457, 2.302097 
0.535750, 0.807422, 2.302191 
0.536000, 0.807399, 2.302254 
0.536250, 0.807363, 2.302349 
0.536500, 0.807340, 2.302412 
0.536750, 0.807304, 2.302506 
0.537000, 0.807281, 2.302569 
0.537250, 0.807245, 2.302663 
0.537500, 0.807222, 2.302726 
0.537750, 0.807186, 2.302820 
0.538000, 0.807163, 2.302883 
0.538250, 0.807127, 2.302977 
0.538500, 0.807104, 2.303040 
0.538750, 0.807068, 2.303134 
0.539000, 0.807045, 2.303197 
0.539250, 0.807009, 2.303291 
0.539500, 0.806986, 2.303354 
0.539750, 0.806950, 2.303448 
0.540000, 0.806926, 2.303511 
0.540250, 0.806891, 2.303605 
0.540500, 0.806867, 2.303668 
0.540750, 0.806832, 2.303762 
0.541000, 0.806808, 2.303825 
0.541250, 0.806773, 2.303919 
0.541500, 0.806749, 2.303982 
0.541750, 0.806714, 2.304076 
0.542000, 0.806690, 2.304139 
0.542250, 0.806655, 2.304233 
0.542500, 0.806631, 2.304295 
0.542750, 0.806596, 2.304389 
0.543000, 0.806572, 2.304452 
0.543250, 0.806537, 2.304546 
0.543500, 0.806513, 2.304609 
0.543750, 0.806478, 2.304703 
0.544000, 0.806454, 2.304765 
0.544250, 0.806418, 2.304859 
0.544500, 0.806395, 2.304922 
0.544750, 0.806359, 2.305016 
0.545000, 0.806336, 2.305078 
0.545250, 0.806300, 2.305172 
0.545500, 0.806277, 2.305235 
0.545750, 0.806241, 2.305329 
0.546000, 0.806218, 2.305391 
0.546250, 0.806182, 2.305485 
0.546500, 0.806158, 2.305548 
0.546750, 0.806123, 2.305642 
0.547000, 0.806099, 2.305704 
0.547250, 0.806064, 2.305798 
0.547500, 0.806040, 2.305860 
0.547750, 0.806005, 2.305954 
0.548000, 0.805981, 2.306017 
0.548250, 0.805946, 2.306110 
0.548500, 0.805922, 2.306173 
0.548750, 0.805887, 2.306267 
0.549000, 0.805863, 2.306329 
0.549250, 0.805827, 2.306423 
0.549500, 0.805804, 2.306485 
0.549750, 0.805768, 2.306579 
0.550000, 0.805745, 2.306641 
0.550250, 0.805709, 2.306735 
0.550500, 0.805685, 2.306797 
0.550750, 0.805650, 2.306891 
0.551000, 0.805626, 2.306953 
0.551250, 0.805591, 2.307047 
0.551500, 0.805567, 2.307109 
0.551750, 0.805532, 2.307203 
0.552000, 0.805508, 2.307265 
0.552250, 0.805473, 2.307359 
0.552500, 0.805449, 2.307421 
0.552750, 0.805413, 2.307514 
0.553000, 0.805390, 2.307577 
0.553250, 0.805354, 2.307670 
0.553500, 0.805331, 2.307733 
0.553750, 0.805295, 2.307826 
0.554000, 0.805272, 2.307888 
0.554250, 0.805236, 2.307982 
0.554500, 0.805212, 2.308044 
0.554750, 0.805177, 2.308137 
0.555000, 0.805153, 2.308199 
0.555250, 0.805118, 2.308293 
0.555500, 0.805094, 2.308355 
0.555750, 0.805059, 2.308448 
0.556000, 0.805035, 2.308511 
0.556250, 0.805000, 2.308604 
0.556500, 0.804976, 2.308666 
0.556750, 0.804940, 2.308759 
0.557000, 0.804917, 2.308821 
0.557250, 0.804881, 2.308915 
0.557500, 0.804858, 2.308977 
0.557750, 0.804822, 2.309070 
0.558000, 0.804798, 2.309132 
0.558250, 0.804763, 2.309225 
0.558500, 0.804739, 2.309287 
0.558750, 0.804704, 2.309380 
0.559000, 0.804680, 2.309442 
0.559250, 0.804645, 2.309536 
0.559500, 0.804621, 2.309598 
0.559750, 0.804586, 2.309691 
0.560000, 0.804562, 2.309753 
0.560250, 0.804527, 2.309846 
0.560500, 0.804503, 2.309908 
0.560750, 0.804467, 2.310001 
0.561000, 0.804444, 2.310063 
0.561250, 0.804408, 2.310156 
0.561500, 0.804385, 2.310218 
0.561750, 0.804349, 2.310311 
0.562000, 0.804326, 2.310373 
0.562250, 0.804290, 2.310465 
0.562500, 0.804266, 2.310527 
0.562750, 0.804231, 2.310620 
0.563000, 0.804207, 2.310682 
0.563250, 0.804172, 2.310775 
0.563500, 0.804148, 2.310837 
0.563750, 0.804113, 2.310930 
0.564000, 0.804089, 2.310992 
0.564250, 0.804054, 2.311084 
0.564500, 0.804030, 2.311146 
0.564750, 0.803995, 2.311239 
0.565000, 0.803971, 2.311301 
0.565250, 0.803936, 2.311393 
0.565500, 0.803912, 2.311455 
0.565750, 0.803877, 2.311548 
0.566000, 0.803853, 2.311610 
0.566250, 0.803818, 2.311702 
0.566500, 0.803794, 2.311764 
0.566750, 0.803758, 2.311857 
0.567000, 0.803735, 2.311918 
0.567250, 0.803699, 2.312011 
0.567500, 0.803676, 2.312073 
0.567750, 0.803640, 2.312165 
0.568000, 0.803617, 2.312227 
0.568250, 0.803581, 2.312319 
0.568500, 0.803558, 2.312381 
0.568750, 0.803522, 2.312474 
0.569000, 0.803499, 2.312535 
0.569250, 0.803463, 2.312628 
0.569500, 0.803440, 2.312689 
0.569750, 0.803404, 2.312782 
0.570000, 0.803381, 2.312843 
0.570250, 0.803345, 2.312936 
0.570500, 0.803322, 2.312997 
0.570750, 0.803286, 2.313089 
0.571000, 0.803263, 2.313151 
0.571250, 0.803227, 2.313243 
0.571500, 0.803204, 2.313305 
0.571750, 0.803168, 2.313397 
0.572000, 0.803145, 2.313459 
0.572250, 0.803109, 2.313551 
0.572500, 0.803086, 2.313612 
0.572750, 0.803050, 2.313704 
0.573000, 0.803027, 2.313766 
0.573250, 0.802992, 2.313858 
0.573500, 0.802968, 2.313920 
0.573750, 0.802933, 2.314012 
0.574000, 0.802909, 2.314073 
0.574250, 0.802874, 2.314165 
0.574500, 0.802850, 2.314227 
0.574750, 0.802815, 2.314319 
0.575000, 0.802791, 2.314380 
0.575250, 0.802756, 2.314472 
0.575500, 0.802732, 2.314533 
0.575750, 0.802697, 2.314625 
0.576000, 0.802673, 2.314687 
0.576250, 0.802638, 2.314779 
0.576500, 0.802615, 2.314840 
0.576750, 0.802579, 2.314932 
0.577000, 0.802556, 2.314993 
0.577250, 0.802520, 2.315085 
0.577500, 0.802497, 2.315146 
0.577750, 0.802462, 2.315238 
0.578000, 0.802438, 2.315299 
0.578250, 0.802403, 2.315391 
0.578500, 0.802379, 2.315452 
0.578750, 0.802344, 2.315544 
0.579000, 0.802320, 2.315605 
0.579250, 0.802285, 2.315697 
0.579500, 0.802262, 2.315758 
0.579750, 0.802226, 2.315850 
0.580000, 0.802203, 2.315911 
0.580250, 0.802167, 2.316002 
0.580500, 0.802144, 2.316063 
0.580750, 0.802109, 2.316155 
0.581000, 0.802085, 2.316216 
0.581250, 0.802050, 2.316308 
0.581500, 0.802026, 2.316369 
0.581750, 0.801991, 2.316460 
0.582000, 0.801968, 2.316521 
0.582250, 0.801932, 2.316613 
0.582500, 0.801909, 2.316674 
0.582750, 0.801874, 2.316765 
0.583000, 0.801850, 2.316826 
0.583250, 0.801815, 2.316918 
0.583500, 0.801792, 2.316979 
0.583750, 0.801756, 2.317070 
0.584000, 0.801733, 2.317131 
0.584250, 0.801698, 2.317222 
0.584500, 0.801674, 2.317283 
0.584750, 0.801639, 2.317374 
0.585000, 0.801616, 2.317435 
0.585250, 0.801580, 2.317526 
0.585500, 0.801557, 2.317587 
0.585750, 0.801522, 2.317679 
0.586000, 0.801498, 2.317739 
0.586250, 0.801463, 2.317831 
0.586500, 0.801440, 2.317891 
0.586750, 0.801405, 2.317982 
0.587000, 0.801381, 2.318043 
0.587250, 0.801346, 2.318134 
0.587500, 0.801323, 2.318195 
0.587750, 0.801287, 2.318286 
0.588000, 0.801264, 2.318347 
0.588250, 0.801229, 2.318438 
0.588500, 0.801205, 2.318499 
0.588750, 0.801170, 2.318590 
0.589000, 0.801147, 2.318650 
0.589250, 0.801112, 2.318741 
0.589500, 0.801088, 2.318802 
0.589750, 0.801053, 2.318893 
0.590000, 0.801030, 2.318953 
0.590250, 0.800995, 2.319044 
0.590500, 0.800971, 2.319105 
0.590750, 0.800936, 2.319196 
0.591000, 0.800913, 2.319256 
0.591250, 0.800878, 2.319347 
0.591500, 0.800855, 2.319407 
0.591750, 0.800819, 2.319498 
0.592000, 0.800796, 2.319559 
0.592250, 0.800761, 2.319649 
0.592500, 0.800738, 2.319710 
0.592750, 0.800703, 2.319800 
0.593000, 0.800679, 2.319861 
0.593250, 0.800644, 2.319952 
0.593500, 0.800621, 2.320012 
0.593750, 0.800586, 2.320103 
0.594000, 0.800563, 2.320163 
0.594250, 0.800528, 2.320253 
0.594500, 0.800504, 2.320314 
0.594750, 0.800469, 2.320404 
0.595000, 0.800446, 2.320465 
0.595250, 0.800411, 2.320555 
0.595500, 0.800388, 2.320615 
0.595750, 0.800353, 2.320706 
0.596000, 0.800329, 2.320766 
0.596250, 0.800294, 2.320857 
0.596500, 0.800271, 2.320917 
0.596750, 0.800236, 2.321007 
0.597000, 0.800213, 2.321067 
0.597250, 0.800178, 2.321158 
0.597500, 0.800155, 2.321218 
0.597750, 0.800120, 2.321308 
0.598000, 0.800096, 2.321368 
0.598250, 0.800062, 2.321458 
0.598500, 0.800038, 2.321519 
0.598750, 0.800003, 2.321609 
0.599000, 0.799980, 2.321669 
0.599250, 0.799945, 2.321759 
0.599500, 0.799922, 2.321819 
0.599750, 0.799887, 2.321909 
0.600000, 0.799864, 2.321969 
0.600250, 0.799829, 2.322059 
0.600500, 0.799806, 2.322119 
0.600750, 0.799771, 2.322209 
0.601000, 0.799748, 2.322269 
0.601250, 0.799713, 2.322359 
0.601500, 0.799690, 2.322419 
0.601750, 0.799655, 2.322509 
0.602000, 0.799632, 2.322569 
0.602250, 0.799597, 2.322659 
0.602500, 0.799574, 2.322719 
0.602750, 0.799539, 2.322809 
0.603000, 0.799516, 2.322869 
0.603250, 0.799481, 2.322958 
0.603500, 0.799458, 2.323018 
0.603750, 0.799423, 2.323108 
0.604000, 0.799400, 2.323168 
0.604250, 0.799365, 2.323258 
0.604500, 0.799342, 2.323317 
0.604750, 0.799307, 2.323407 
0.605000, 0.799284, 2.323467 
0.605250, 0.799249, 2.323556 
0.605500, 0.799226, 2.323616 
0.605750, 0.799191, 2.323706 
0.606000, 0.799168, 2.323765 
0.606250, 0.799133, 2.323855 
0.606500, 0.799110, 2.323915 
0.606750, 0.799076, 2.324004 
0.607000, 0.799052, 2.324064 
0.607250, 0.799018, 2.324153 
0.607500, 0.798995, 2.324213 
0.607750, 0.798960, 2.324302 
0.608000, 0.798937, 2.324362 
0.608250, 0.798902, 2.324451 
0.608500, 0.798879, 2.324511 
0.608750, 0.798845, 2.324600 
0.609000, 0.798822, 2.324660 
0.609250, 0.798787, 2.324749 
0.609500, 0.798764, 2.324808 
0.609750, 0.798729, 2.324898 
0.610000, 0.798706, 2.324957 
0.610250, 0.798672, 2.325046 
0.610500, 0.798649, 2.325106 
0.610750, 0.798614, 2.325195 
0.611000, 0.798591, 2.325254 
0.611250, 0.798556, 2.325343 
0.611500, 0.798533, 2.325403 
0.611750, 0.798499, 2.325492 
0.612000, 0.798476, 2.325551 
0.612250, 0.798441, 2.325640 
0.612500, 0.798418, 2.325700 
0.612750, 0.798384, 2.325789 
0.613000, 0.798361, 2.325848 
0.613250, 0.798326, 2.325937 
0.613500, 0.798303, 2.325996 
0.613750, 0.798269, 2.326085 
0.614000, 0.798246, 2.326144 
0.614250, 0.798211, 2.326233 
0.614500, 0.798188, 2.326292 
0.614750, 0.798154, 2.326381 
0.615000, 0.798131, 2.326440 
0.615250, 0.798096, 2.326529 
0.615500, 0.798073, 2.326588 
0.615750, 0.798039, 2.326677 
0.616000, 0.798016, 2.326736 
0.616250, 0.797982, 2.326824 
0.616500, 0.797959, 2.326884 
0.616750, 0.797924, 2.326972 
0.617000, 0.797901, 2.327031 
0.617250, 0.797867, 2.327120 
0.617500, 0.797844, 2.327179 
0.617750, 0.797810, 2.327267 
0.618000, 0.797787, 2.327326 
0.618250, 0.797753, 2.327415 
0.618500, 0.797730, 2.327474 
0.618750, 0.797695, 2.327562 
0.619000, 0.797673, 2.327621 
0.619250, 0.797638, 2.327709 
0.619500, 0.797615, 2.327768 
0.619750, 0.797581, 2.327857 
0.620000, 0.797558, 2.327916 
0.620250, 0.797524, 2.328004 
0.620500, 0.797501, 2.328063 
0.620750, 0.797467, 2.328151 
0.621000, 0.797444, 2.328210 
0.621250, 0.797410, 2.328298 
0.621500, 0.797387, 2.328357 
0.621750, 0.797353, 2.328445 
0.622000, 0.797330, 2.328504 
0.622250, 0.797296, 2.328592 
0.622500, 0.797273, 2.328650 
0.622750, 0.797239, 2.328739 
0.623000, 0.797216, 2.328797 
0.623250, 0.797182, 2.328885 
0.623500, 0.797159, 2.328944 
0.623750, 0.797125, 2.329032 
0.624000, 0.797102, 2.329090 
0.624250, 0.797068, 2.329178 
0.624500, 0.797045, 2.329237 
0.624750, 0.797011, 2.329325 
0.625000, 0.796988, 2.329383 
0.625250, 0.796954, 2.329471 
0.625500, 0.796931, 2.329530 
0.625750, 0.796897, 2.329618 
0.626000, 0.796875, 2.329676 
0.626250, 0.796841, 2.329764 
0.626500, 0.796818, 2.329822 
0.626750, 0.796784, 2.329910 
0.627000, 0.796761, 2.329968 
0.627250, 0.796727, 2.330056 
0.627500, 0.796704, 2.330114 
0.627750, 0.796670, 2.330202 
0.628000, 0.796648, 2.330260 
0.628250, 0.796614, 2.330348 
0.628500, 0.796591, 2.330406 
0.628750, 0.796557, 2.330494 
0.629000, 0.796534, 2.330552 
0.629250, 0.796500, 2.330639 
0.629500, 0.796478, 2.330698 
0.629750, 0.796444, 2.330785 
0.630000, 0.796421, 2.330843 
0.630250, 0.796387, 2.330931 
0.630500, 0.796365, 2.330989 
0.630750, 0.796331, 2.331076 
0.631000, 0.796308, 2.331134 
0.631250, 0.796274, 2.331222 
0.631500, 0.796252, 2.331280 
0.631750, 0.796218, 2.331367 
0.632000, 0.796195, 2.331425 
0.632250, 0.796161, 2.331512 
0.632500, 0.796139, 2.331570 
0.632750, 0.796105, 2.331658 
0.633000, 0.796082, 2.331716 
0.633250, 0.796049, 2.331803 
0.633500, 0.796026, 2.331861 
0.633750, 0.795992, 2.331948 
0.634000, 0.795970, 2.332006 
0.634250, 0.795936, 2.332093 
0.634500, 0.795913, 2.332151 
0.634750, 0.795880, 2.332238 
0.635000, 0.795857, 2.332296 
0.635250, 0.795823, 2.332382 
0.635500, 0.795801, 2.332440 
0.635750, 0.795767, 2.332527 
0.636000, 0.795745, 2.332585 
0.636250, 0.795711, 2.332672 
0.636500, 0.795689, 2.332730 
0.636750, 0.795655, 2.332816 
0.637000, 0.795633, 2.332874 
0.637250, 0.795599, 2.332961 
0.637500, 0.795576, 2.333019 
0.637750, 0.795543, 2.333105 
0.638000, 0.795520, 2.333163 
0.638250, 0.795487, 2.333250 
0.638500, 0.795464, 2.333307 
0.638750, 0.795431, 2.333394 
0.639000, 0.795408, 2.333451 
0.639250, 0.795375, 2.333538 
0.639500, 0.795352, 2.333596 
0.639750, 0.795319, 2.333682 
0.640000, 0.795296, 2.333740 
0.640250, 0.795263, 2.333826 
0.640500, 0.795240, 2.333884 
0.640750, 0.795207, 2.333970 
0.641000, 0.795185, 2.334028 
0.641250, 0.795151, 2.334114 
0.641500, 0.795129, 2.334171 
0.641750, 0.795095, 2.334258 
0.642000, 0.795073, 2.334315 
0.642250, 0.795040, 2.334401 
0.642500, 0.795017, 2.334459 
0.642750, 0.794984, 2.334545 
0.643000, 0.794961, 2.334602 
0.643250, 0.794928, 2.334688 
0.643500, 0.794906, 2.334746 
0.643750, 0.794872, 2.334832 
0.644000, 0.794850, 2.334889 
0.644250, 0.794817, 2.334975 
0.644500, 0.794794, 2.335032 
0.644750, 0.794761, 2.335118 
0.645000, 0.794739, 2.335176 
0.645250, 0.794705, 2.335262 
0.645500, 0.794683, 2.335319 
0.645750, 0.794650, 2.335405 
0.646000, 0.794628, 2.335462 
0.646250, 0.794594, 2.335548 
0.646500, 0.794572, 2.335605 
0.646750, 0.794539, 2.335691 
0.647000, 0.794517, 2.335748 
0.647250, 0.794483, 2.335833 
0.647500, 0.794461, 2.335891 
0.647750, 0.794428, 2.335976 
0.648000, 0.794406, 2.336033 
0.648250, 0.794373, 2.336119 
0.648500, 0.794351, 2.336176 
0.648750, 0.794317, 2.336262 
0.649000, 0.794295, 2.336319 
0.649250, 0.794262, 2.336404 
0.649500, 0.794240, 2.336461 
0.649750, 0.794207, 2.336547 
0.650000, 0.794185, 2.336603 
0.650250, 0.794152, 2.336689 
0.650500, 0.794129, 2.336746 
0.650750, 0.794096, 2.336831 
0.651000, 0.794074, 2.336888 
0.651250, 0.794041, 2.336973 
0.651500, 0.794019, 2.337030 
0.651750, 0.793986, 2.337115 
0.652000, 0.793964, 2.337172 
0.652250, 0.793931, 2.337258 
0.652500, 0.793909, 2.337314 
0.652750, 0.793876, 2.337399 
0.653000, 0.793854, 2.337456 
0.653250, 0.793821, 2.337541 
0.653500, 0.793799, 2.337598 
0.653750, 0.793766, 2.337683 
0.654000, 0.793744, 2.337740 
0.654250, 0.793711, 2.337825 
0.654500, 0.793689, 2.337881 
0.654750, 0.793656, 2.337966 
0.655000, 0.793634, 2.338023 
0.655250, 0.793601, 2.338108 
0.655500, 0.793579, 2.338165 
0.655750, 0.793546, 2.338249 
0.656000, 0.793524, 2.338306 
0.656250, 0.793491, 2.338391 
0.656500, 0.793469, 2.338447 
0.656750, 0.793437, 2.338532 
0.657000, 0.793415, 2.338589 
0.657250, 0.793382, 2.338673 
0.657500, 0.793360, 2.338730 
0.657750, 0.793327, 2.338814 
0.658000, 0.793305, 2.338871 
0.658250, 0.793272, 2.338955 
0.658500, 0.793251, 2.339012 
0.658750, 0.793218, 2.339096 
0.659000, 0.793196, 2.339153 
0.659250, 0.793163, 2.339237 
0.659500, 0.793141, 2.339294 
0.659750, 0.793109, 2.339378 
0.660000, 0.793087, 2.339434 
0.660250, 0.793054, 2.339519 
0.660500, 0.793032, 2.339575 
0.660750, 0.793000, 2.339659 
0.661000, 0.792978, 2.339715 
0.661250, 0.792945, 2.339800 
0.661500, 0.792923, 2.339856 
0.661750, 0.792891, 2.339940 
0.662000, 0.792869, 2.339996 
0.662250, 0.792836, 2.340081 
0.662500, 0.792815, 2.340137 
0.662750, 0.792782, 2.340221 
0.663000, 0.792760, 2.340277 
0.663250, 0.792728, 2.340361 
0.663500, 0.792706, 2.340417 
0.663750, 0.792673, 2.340501 
0.664000, 0.792652, 2.340557 
0.664250, 0.792619, 2.340641 
0.664500, 0.792598, 2.340697 
0.664750, 0.792565, 2.340781 
0.665000, 0.792543, 2.340837 
0.665250, 0.792511, 2.340921 
0.665500, 0.792489, 2.340977 
0.665750, 0.792457, 2.341061 
0.666000, 0.792435, 2.341117 
0.666250, 0.792403, 2.341200 
0.666500, 0.792381, 2.341256 
0.666750, 0.792349, 2.341340 
0.667000, 0.792327, 2.341396 
0.667250, 0.792295, 2.341480 
0.667500, 0.792273, 2.341535 
0.667750, 0.792241, 2.341619 
0.668000, 0.792219, 2.341675 
0.668250, 0.792187, 2.341758 
0.668500, 0.792165, 2.341814 
0.668750, 0.792133, 2.341898 
0.669000, 0.792111, 2.341953 
0.669250, 0.792079, 2.342037 
0.669500, 0.792057, 2.342092 
0.669750, 0.792025, 2.342176 
0.670000, 0.792004, 2.342231 
0.670250, 0.791971, 2.342315 
0.670500, 0.791950, 2.342370 
0.670750, 0.791918, 2.342454 
0.671000, 0.791896, 2.342509 
0.671250, 0.791864, 2.342593 
0.671500, 0.791842, 2.342648 
0.671750, 0.791810, 2.342731 
0.672000, 0.791789, 2.342787 
0.672250, 0.791757, 2.342870 
0.672500, 0.791735, 2.342925 
0.672750, 0.791703, 2.343009 
0.673000, 0.791682, 2.343064 
0.673250, 0.791649, 2.343147 
0.673500, 0.791628, 2.343202 
0.673750, 0.791596, 2.343286 
0.674000, 0.791575, 2.343341 
0.674250, 0.791542, 2.343424 
0.674500, 0.791521, 2.343479 
0.674750, 0.791489, 2.343562 
0.675000, 0.791468, 2.343617 
0.675250, 0.791436, 2.343700 
0.675500, 0.791414, 2.343755 
0.675750, 0.791382, 2.343838 
0.676000, 0.791361, 2.343894 
0.676250, 0.791329, 2.343976 
0.676500, 0.791308, 2.344031 
0.676750, 0.791276, 2.344114 
0.677000, 0.791254, 2.344169 
0.677250, 0.791222, 2.344252 
0.677500, 0.791201, 2.344307 
0.677750, 0.791169, 2.344390 
0.678000, 0.791148, 2.344445 
0.678250, 0.791116, 2.344527 
0.678500, 0.791095, 2.344582 
0.678750, 0.791063, 2.344665 
0.679000, 0.791042, 2.344720 
0.679250, 0.791010, 2.344802 
0.679500, 0.790989, 2.344857 
0.679750, 0.790957, 2.344940 
0.680000, 0.790936, 2.344995 
0.680250, 0.790904, 2.345077 
0.680500, 0.790883, 2.345132 
0.680750, 0.790851, 2.345214 
0.681000, 0.790830, 2.345269 
0.681250, 0.790798, 2.345351 
0.681500, 0.790777, 2.345406 
0.681750, 0.790745, 2.345489 
0.682000, 0.790724, 2.345543 
0.682250, 0.790692, 2.345625 
0.682500, 0.790671, 2.345680 
0.682750, 0.790639, 2.345762 
0.683000, 0.790618, 2.345817 
0.683250, 0.790586, 2.345899 
0.683500, 0.790565, 2.345954 
0.683750, 0.790534, 2.346036 
0.684000, 0.790513, 2.346091 
0.684250, 0.790481, 2.346172 
0.684500, 0.790460, 2.346227 
0.684750, 0.790428, 2.346309 
0.685000, 0.790407, 2.346364 
0.685250, 0.790376, 2.346445 
0.685500, 0.790355, 2.346500 
0.685750, 0.790323, 2.346582 
0.686000, 0.790302, 2.346636 
0.686250, 0.790271, 2.346718 
0.686500, 0.790250, 2.346773 
0.686750, 0.790218, 2.346854 
0.687000, 0.790197, 2.346909 
0.687250, 0.790166, 2.346990 
0.687500, 0.790145, 2.347045 
0.687750, 0.790113, 2.347126 
0.688000, 0.790092, 2.347181 
0.688250, 0.790061, 2.347262 
0.688500, 0.790040, 2.347317 
0.688750, 0.790008, 2.347398 
0.689000, 0.789988, 2.347453 
0.689250, 0.789956, 2.347534 
0.689500, 0.789935, 2.347588 
0.689750, 0.789904, 2.347670 
0.690000, 0.789883, 2.347724 
0.690250, 0.789852, 2.347805 
0.690500, 0.789831, 2.347859 
0.690750, 0.789800, 2.347941 
0.691000, 0.789779, 2.347995 
0.691250, 0.789747, 2.348076 
0.691500, 0.789727, 2.348130 
0.691750, 0.789695, 2.348212 
0.692000, 0.789674, 2.348266 
0.692250, 0.789643, 2.348347 
0.692500, 0.789622, 2.348401 
0.692750, 0.789591, 2.348482 
0.693000, 0.789570, 2.348536 
0.693250, 0.789539, 2.348617 
0.693500, 0.789518, 2.348671 
0.693750, 0.789487, 2.348752 
0.694000, 0.789466, 2.348806 
0.694250, 0.789435, 2.348887 
0.694500, 0.789415, 2.348941 
0.694750, 0.789383, 2.349022 
0.695000, 0.789363, 2.349076 
0.695250, 0.789332, 2.349157 
0.695500, 0.789311, 2.349210 
0.695750, 0.789280, 2.349291 
0.696000, 0.789259, 2.349345 
0.696250, 0.789228, 2.349426 
0.696500, 0.789207, 2.349480 
0.696750, 0.789176, 2.349560 
0.697000, 0.789156, 2.349614 
0.697250, 0.789125, 2.349695 
0.697500, 0.789104, 2.349748 
0.697750, 0.789073, 2.349829 
0.698000, 0.789052, 2.349883 
0.698250, 0.789021, 2.349963 
0.698500, 0.789001, 2.350017 
0.698750, 0.788970, 2.350097 
0.699000, 0.788949, 2.350151 
0.699250, 0.788918, 2.350231 
0.699500, 0.788898, 2.350285 
0.699750, 0.788867, 2.350365 
0.700000, 0.788846, 2.350419 
0.700250, 0.788816, 2.350499 
0.700500, 0.788795, 2.350553 
0.700750, 0.788764, 2.350633 
0.701000, 0.788744, 2.350687 
0.701250, 0.788713, 2.350767 
0.701500, 0.788692, 2.350820 
0.701750, 0.788661, 2.350900 
0.702000, 0.788641, 2.350954 
0.702250, 0.788610, 2.351034 
0.702500, 0.788590, 2.351087 
0.702750, 0.788559, 2.351167 
0.703000, 0.788539, 2.351221 
0.703250, 0.788508, 2.351301 
0.703500, 0.788487, 2.351354 
0.703750, 0.788457, 2.351434 
0.704000, 0.788436, 2.351487 
0.704250, 0.788406, 2.351567 
0.704500, 0.788385, 2.351621 
0.704750, 0.788354, 2.351700 
0.705000, 0.788334, 2.351754 
0.705250, 0.788303, 2.351833 
0.705500, 0.788283, 2.351887 
0.705750, 0.788252, 2.351966 
0.706000, 0.788232, 2.352020 
0.706250, 0.788202, 2.352099 
0.706500, 0.788181, 2.352152 
0.706750, 0.788151, 2.352232 
0.707000, 0.788130, 2.352285 
0.707250, 0.788100, 2.352365 
0.707500, 0.788079, 2.352418 
0.707750, 0.788049, 2.352497 
0.708000, 0.788029, 2.352550 
0.708250, 0.787998, 2.352630 
0.708500, 0.787978, 2.352683 
0.708750, 0.787947, 2.352762 
0.709000, 0.787927, 2.352815 
0.709250, 0.787897, 2.352895 
0.709500, 0.787876, 2.352948 
0.709750, 0.787846, 2.353027 
0.710000, 0.787826, 2.353080 
0.710250, 0.787795, 2.353159 
0.710500, 0.787775, 2.353212 
0.710750, 0.787745, 2.353291 
0.711000, 0.787725, 2.353344 
0.711250, 0.787694, 2.353423 
0.711500, 0.787674, 2.353476 
0.711750, 0.787644, 2.353555 
0.712000, 0.787624, 2.353608 
0.712250, 0.787593, 2.353687 
0.712500, 0.787573, 2.353740 
0.712750, 0.787543, 2.353819 
0.713000, 0.787523, 2.353872 
0.713250, 0.787492, 2.353951 
0.713500, 0.787472, 2.354003 
0.713750, 0.787442, 2.354082 
0.714000, 0.787422, 2.354135 
0.714250, 0.787392, 2.354214 
0.714500, 0.787372, 2.354266 
0.714750, 0.787342, 2.354345 
0.715000, 0.787321, 2.354398 
0.715250, 0.787291, 2.354476 
0.715500, 0.787271, 2.354529 
0.715750, 0.787241, 2.354608 
0.716000, 0.787221, 2.354660 
0.716250, 0.787191, 2.354739 
0.716500, 0.787171, 2.354791 
0.716750, 0.787141, 2.354870 
0.717000, 0.787121, 2.354922 
0.717250, 0.787091, 2.355001 
0.717500, 0.787071, 2.355053 
0.717750, 0.787041, 2.355132 
0.718000, 0.787021, 2.355184 
0.718250, 0.786991, 2.355263 
0.718500, 0.786971, 2.355315 
0.718750, 0.786941, 2.355393 
0.719000, 0.786921, 2.355446 
0.719250, 0.786891, 2.355524 
0.719500, 0.786871, 2.355576 
0.719750, 0.786841, 2.355655 
0.720000, 0.786821, 2.355707 
0.720250, 0.786791, 2.355785 
0.720500, 0.786771, 2.355837 
0.720750, 0.786742, 2.355916 
0.721000, 0.786722, 2.355968 
0.721250, 0.786692, 2.356046 
0.721500, 0.786672, 2.356098 
0.721750, 0.786642, 2.356176 
0.722000, 0.786622, 2.356228 
0.722250, 0.786592, 2.356306 
0.722500, 0.786573, 2.356358 
0.722750, 0.786543, 2.356436 
0.723000, 0.786523, 2.356488 
0.723250, 0.786493, 2.356566 
0.723500, 0.786473, 2.356618 
0.723750, 0.786444, 2.356696 
0.724000, 0.786424, 2.356748 
0.724250, 0.786394, 2.356826 
0.724500, 0.786374, 2.356878 
0.724750, 0.786345, 2.356956 
0.725000, 0.786325, 2.357008 
0.725250, 0.786295, 2.357086 
0.725500, 0.786276, 2.357137 
0.725750, 0.786246, 2.357215 
0.726000, 0.786226, 2.357267 
0.726250, 0.786197, 2.357345 
0.726500, 0.786177, 2.357396 
0.726750, 0.786147, 2.357474 
0.727000, 0.786128, 2.357526 
0.727250, 0.786098, 2.357603 
0.727500, 0.786078, 2.357655 
